用户名称,评论时间,评论内容
元气少女迪,3月3日 03:15,希望下一次谈恋爱 我的男朋友可以用这首歌公开我
-暖一杯茶_-,3月3日 02:53,早上记得吃早餐在学校好好学习冷了记得穿外套不要忘记我
阿也v-,3月3日 02:22,我为你暖了一杯茶
被爱好似有靠山_v,3月3日 02:20,天黑了以后别忘记回家
被爱好似有靠山_v,3月3日 02:19,陶佳乐
世人眼中一场,3月3日 01:44,我爱孙舒予
CHANiiii,3月3日 00:44,我爱你yjj[多多大笑]
杰杰大混蛋,3月3日 00:38,这不就是舔着脸往上凑吗，爱情就是玻璃杯，有了裂痕就不要想着补了
孤獨灬無朮,3月3日 00:32,快2年了不知道现在的你是什么感觉，加油陌生人
西诺比Cxk,3月3日 00:26,我想谈恋爱
时间差我的爱,3月3日 00:25,宝宝你知道吗，我真的特别特别想你，原来爱是可以装出来的对嘛，你如果真心待我，我不信我们没有好结局，你回头看看，一点也对不起当初的选择
时间差我的爱,3月3日 00:20,已经没有兴趣给谁留好印象了 所见即是我 好坏都不反驳.
-6小小小漁,3月2日 23:55,如果谁都可以替代我的话 那我们的相遇毫无意义
老徐_SfZP,3月2日 23:50,时间会验证我多爱你呀，
Ma_111,3月2日 23:50,没人能在感情里如水得鱼 大家都是载入感情的消费者
老徐_SfZP,3月2日 23:50,"I won't miss you again.
柱"
jtmgq,3月2日 23:41,是不是所有的事情都会越来越好
Ma_111,3月2日 23:40,时间会验证我多爱你阿
仅你所有,3月2日 23:31,洋洋
娜娜吃不饱-_,3月2日 23:28,晚安宁鑫浩
梦想罢了_,3月2日 23:13,像我这种没钱没颜嘴还笨的人，不配有爱情。努力也没用这就是现实，有钱有房也没用一样看不上，我以为的爱情挺简单的，一个家一个她。家里还有一个小宝宝。简简单单的过就挺好的，我不敢有要求有个人爱我我就心满意足了。
正经人谁熬夜啊-,3月2日 22:49,时间会验证我多爱你啊
云村村民162529296589545,3月2日 22:37,晚上好
像隔着条银河,3月2日 22:07,失去不爱自己的人并不可惜，失去了原本的自己才可惜。
是车不是干,3月2日 21:59,有
独暮日落,3月2日 21:57,现在嘞，有没有遇到新的人
可是睡不醒q,3月2日 21:04,好
一男房客,3月2日 21:02,时间会验证我多爱你呀
晓霄又饿了,3月2日 21:02,我在
jiu儿82,3月2日 20:55,谁的温柔会是她的专属呀
1小阔,3月2日 20:39,我的宝
1小阔,3月2日 20:38,我的宝
1小阔,3月2日 20:38,1
媛媛呀_R98D,3月2日 20:01,那是我只想和你去的海边。
天子予,3月2日 19:52,巧了，你祖奶奶给我写过
SexBrain腦,3月2日 19:21,听到2222年
醉梦i吖,3月2日 19:01,加油！
醉梦i吖,3月2日 18:59,错过了，可能就是一辈子
圣诞老人的麋鹿Y,3月2日 18:14,听这首歌想起了国乒的大头和莎莎突然
鱼尼崽,3月2日 18:00,[多多大哭][多多大哭]山高路远 看世界 也找自己
墨夕_fLps,3月2日 17:59,被爱的前提不知道 被喜欢的前提不是漂亮也不是帅气 我相貌平平也被人喜欢了很久
鱼尼崽,3月2日 17:57,有
故事与酒我皆因有,3月2日 15:47,不做第三者、不参合别人的感情、我的感情中有第三者的意见我会直接将这段感情丢掉、做个有主见的人、我的她将来也下午有直接的主见
月亮事务所ya,3月2日 15:24,有
那祝你和她幸福,3月2日 15:16,我不怪你
-TianQing-,3月2日 13:55,恭喜！
小甜甜oeo,3月2日 13:50,时间会验证我多爱你呀
lxm不胖,3月2日 13:03,有
____该用户不存在____,3月2日 12:52,打卡第二天，她遇到了心烦的事情，但是我和她异地，帮不了，我也挺烦的，希望自己尽快去她的身边
不了_Xl1U,3月2日 12:09,喜欢喜欢暖一杯茶的男孩子
你的小仙女呀1710,3月2日 11:58,年纪大了，感觉不到心跳了
善一_sy,3月2日 11:28,总不能一直活在过去吧
goodstudydaydayup,3月2日 11:20,好想和她一起啊
缘聚浩瀚星河,3月2日 11:07,森林广袤无垠，棵棵值得留恋
野鹤晨,3月2日 11:00,要出国了，终究还是没能等到你一句话，彼此平安就是最好的结局
这里熙熙_,3月2日 10:34,只是叙述之前的自己，还好黑暗都过去了
秋天_MFsa,3月2日 09:24,恭喜
FANGZIHAO丶,3月2日 07:46,你长胖了
Kartoffel土豆,3月2日 07:45,等我娶到我的那个她，我也要回来告诉大家，到时候在座的各位都来找我要喜糖吃哦！
_in2you_,3月2日 06:09,个个都说见过花开就好 管他花落谁家 可我见过花开 怎么甘心花落别家
听阳光的朋友,3月2日 05:59,我为啥听出来落寞的感觉
自欺欺人的固执梦想家,3月2日 04:36,天黑了以后别忘记回家
张小浩长夜看海,3月2日 04:13,邵帅用了一年学吉他之为了黄淮学院里的一个女孩
张小浩长夜看海,3月2日 04:12,简单分析一下写给黄淮 暖一杯茶 驻马店西所以邵帅给那个女孩写了三首歌也用了三首歌唱完了一切
秦琦200320,3月2日 04:05,恋爱的意义是什么
此用户乙注销账号,3月2日 04:04,我真不想认识她
浅夏DB,3月2日 02:33,可能我就是那个傻子吧
霖霖酱Neko,3月2日 02:26,不要破坏底线，不要变坏，和我一起有个家吧
發財小鹏-,3月2日 02:08,立誓一定要娶刘敏回家
發財小鹏-,3月2日 02:02,加油 会娶到刘敏的
笨蛋小猪b,3月2日 00:51,又不是小说 暗恋怎么会成功
的地方雪纷飞,3月1日 23:59,给老子幸福
我在努力9670,3月1日 23:49,我要娶彭志韩，娶到了回来评论
一世情Gty,3月1日 23:43,等我追到她再回来[多多瞌睡]
_希尔__,3月1日 23:41,恭喜
澄澄睡不着hh,3月1日 23:18,恭喜恭喜啊
iece南轩,3月1日 23:15,啊啊啊
iece南轩,3月1日 23:15,恭喜！
不想离开你-0919,3月1日 22:08,还好吗
迷途知返_4jTf,3月1日 22:08,@迷途不知返_o 我的温柔是你的专属
用户4052513915,3月1日 21:44,我只是一个农村长大的普通男孩你让我怎么去追穿着白裙子手拿iPhone13的女孩？
hui难忘,3月1日 21:31,五年，该怎么释怀，我怕我走不出来
用户1859362421,3月1日 21:17,我和她订婚了！期待她穿上婚纱站在我面前的样子
违禁情,3月1日 21:05,不会的
一颗胖橘_,3月1日 20:57,会
那些晚睡的日子,3月1日 20:48,我也是个普通的很普通的人呐
长g呀,3月1日 20:35,会的
长g呀,3月1日 20:35,等我回来
lulu鹿鹿鹿0711,3月1日 20:32,路大荣 我想你一次就听一遍这个歌 你会想我吗 我在想你哦 我们不会再联系了
听歌吧别烦,3月1日 20:30,或许那些我失去的，正是我不该拥有的。
lulu鹿鹿鹿0711,3月1日 20:20,路大荣
就在这一刹那,3月1日 20:06,曾经拥有过，曾经拥有过的记念
山河五羊,3月1日 19:41,恭喜恭喜啊
單調式坠落乄,3月1日 19:36,恭喜
有幸被爱_0302,3月1日 19:23,如果这是遇到的是真爱我宁可赌上半条命我也留住你
逍遥姊,3月1日 17:04,恭喜
笙箫言兮,3月1日 17:02,恭喜啊
勿负韶华1995,3月1日 16:59,未出生的宝贝，妈妈爱你呀，在等你四十多天哦，期待和你的见面
溜鲸鱼的猫崽,3月1日 16:59,陪伴是最长情的告白
溜鲸鱼的猫崽,3月1日 16:58,加油
追梦人_fOpI,3月1日 16:58,恭喜恭喜啊！
溜鲸鱼的猫崽,3月1日 16:49,加油
溜鲸鱼的猫崽,3月1日 16:49,恭喜啊
米那右,3月1日 16:14,清醒时没有浪漫
ml223,3月1日 15:16,恭喜
雾里拥抱LSQ,3月1日 15:04,加油
雾里拥抱LSQ,3月1日 15:04,恭喜
Xxxxxxxx-X_,3月1日 15:03,破防了
粥可温07,3月1日 14:49,恭喜
一念之差1802,3月1日 14:36,恭喜
宋一soec,3月1日 14:32,恭喜呀！！
高地小保安-,3月1日 14:15,被爱的前提不一定是漂亮
满天-星-,3月1日 13:50,“时间会验证我多爱你啊”！🤭
豌豆豆ll,3月1日 13:36,你要加油啊！
豌豆豆ll,3月1日 13:32,希望毛毛幸福
Coco_11w,3月1日 13:16,恭喜！天下有情人终成眷属！
醉梦i吖,3月1日 13:08,生日快乐，开心每一天
过看到,3月1日 12:28,恭喜
____该用户不存在____,3月1日 11:53,
____该用户不存在____,3月1日 11:53,今天是我和于珺莞成为情侣的第386天，希望四年后能结婚
我66爱科比,3月1日 10:56,加油
昆昆昆s,3月1日 10:54,今天回到了生活了四年的城市。这里有她，还有我和她的故事。可都是物是人非啦！
xph想上研究生,3月1日 10:35,复试一定要顺利！！
南城天秀离,3月1日 09:53,我看成了做，我是罪人啊[多多捂脸]
枯枝上的黑烏鴉_LW,3月1日 09:47,金榜题名
枯枝上的黑烏鴉_LW,3月1日 09:46,恭喜
不是女主角9,3月1日 09:38,生活的压抑 父母的管教 每天都在心烦之中
十一FICK,3月1日 07:26,曾经亲密无间的人，不见了，感谢你，我的女孩
YY小徐徐,3月1日 05:43,"也许屏幕前的你曾经不是那么出众，我们只是平凡的自己，但有着比别人甚至还勇敢的梦想和期许。
夜空中最亮的星或许不是你，但是披荆斩棘的你总会在黑夜里找到最闪亮的光芒
""愿每一个平凡的你都会获得属于你自己最值得的不平凡那份荣耀""
你值得上岸"
空白_PJrS,3月1日 02:24,重逢可能是电影里的桥段吧。。
期待花开o,3月1日 01:21,我喜欢的不是你所穿的衣服，而是化妆品后面真正的你！
爱坤爱坤爱小葵,3月1日 01:05,爱胡思乱想的人就应该找一个时刻会表达爱意的人
忧郁的大男孩i,3月1日 00:46,笑笑，我在等你，或许对你最好的方式是放开你，可是我做不到
述桑,3月1日 00:35,生日快乐
偏哒啦,3月1日 00:26,今天是我的生日，独自远离家乡 这里没有朋友 没有温度 躺着出租屋里带着耳机听着这首歌，听着莫名觉得心酸想哭，突然怀疑自己，到底为了什么，又得到了什么……
Deity-Wawait,3月1日 00:10,希望自由不是你涣然冰释的借口
Mars30_,2月28日 23:55,晚安
石凱凱凱-,2月28日 23:12,会验证我们很爱
一直怎怎o,2月28日 22:56,一只船孤独地航行在海上 它既不寻求幸福 也不逃避幸福 它只是向前航行 底下是沉静碧蓝的大海 而头顶是金色的太阳
O3O七七,2月28日 22:50,情绪稳定很重要
Anelf_,2月28日 22:28,我确实喜欢过你的 了，现在也不是不喜欢了，但是我没有明知不可为而为之的勇气了。
Mars30_,2月28日 22:27,我也挺想你 其实 就算一个永远的秘密吧
嘘别说话哦我想你啦,2月28日 22:09,22年了 hkb 真的再见了
Mars30_,2月28日 22:09,22
Mars30_,2月28日 22:08,记得照顾好自己 记得所有的快乐
Mars30_,2月28日 22:07,我的温柔是你的专属啊
想吃亿个煎饼果子,2月28日 22:05,希望一直不谈恋爱能等来一个爱我的人
烦心事一堆,2月28日 21:48,恭喜沾沾喜气[多多大笑]
烦心事一堆,2月28日 21:46,到时候别忘了回来看看 幸福
无人像你clearlove,2月28日 21:37,忘不了也捡不起来了
无人像你clearlove,2月28日 21:36,意难平 也要珍惜当下的幸福
无人像你clearlove,2月28日 21:35,加油 幸福
长g呀,2月28日 21:30,立誓，娶张文静。婚礼当天就唱这歌。今天是和她认识的1314天。
长g呀,2月28日 21:23,恭喜！
-_等天黑_-,2月28日 21:16,做自己吧 记得开心.
淋淋不吃柠檬_,2月28日 20:48,恭喜
-暖一杯茶_-,2月28日 20:45,不想独当一面了 想吃你做的饭 想陪你喝酒 想睡醒有你 想牵着你的手散步 想和你有个家
-暖一杯茶_-,2月28日 20:40,那段时间我开口闭口都是他 后来你们问我为什么不提他了 我红着眼没止住哭声
WannAnn晚安,2月28日 20:37,其实早睡两个小时也不会错过什么重要信息
熊崽要开心哇,2月28日 20:03,我只是那天感受到被忽略，忙里忙慌的把一切都搞砸了，我也没想真的和你告别，我太希望在我身边的人是你了
琪娃娃o,2月28日 19:54,我还记得 你说你最喜欢这首歌
挽柠v,2月28日 19:33,时间证明了我有多傻
挽柠v,2月28日 19:31,偷看＋1
M饭团米米,2月28日 19:28,结束了六年的爱情长跑，我们她结婚啦[多多大笑]
原来月落,2月28日 19:22,刚出的时候就听了 瞬间爱上了这首歌。记得当时把这首歌分享给了喜欢的那个人 记得她说了一句还不错啊。后来喜欢上了抖音的快节奏歌曲 今天再打开听这首歌 可惜没有了想分享的人。
北海ovo,2月28日 19:07,河南周口的 老乡啊啊啊啊啊啊
不害羞会脸红,2月28日 19:01,专门找了你立的这个flag
TT小美子,2月28日 18:39,我太难过了
早睡030,2月28日 18:00,他说这首歌里是想对我说的话
清辞-_-L,2月28日 17:38,L和Z有一段吵不散的幸福爱情💓[多多调皮]
譿1003,2月28日 17:31,好
瞌睡淋,2月28日 17:12,清醒一点 你感觉是错过 或许人家觉得是解脱.
飞鱼7,2月28日 15:56,今天午睡的时候老公进来睡在了我旁边，今天的气温很高阳光透过窗帘照过来，我多想一辈子这样静静的陪着他。（我们昨天刚因为一些事不愉快我哭了一天，朋友让我及时止损。我多想让时间验证我多爱他啊）
初夏0727,2月28日 15:37,我会慢慢变好证明颜值没用
初夏0727,2月28日 15:37,不了 我还是有自知之明的 相貌普通 家庭普通 没有什么可以眼前一亮的
张巍严111,2月28日 15:14,韩佳贝我爱你
霍子凡0502,2月28日 15:11,“天黑了以后别忘记回家”
-越儿呦_,2月28日 14:37,恭喜呀！
花又落谁家-,2月28日 14:29,沾沾喜气啦
咧咧Lily,2月28日 13:54,2022.2.28循环播放这首歌 羡慕满眼都是对方的情侣 应该遇不到了
摘个星星吗1216,2月28日 13:15,希望2019年夏天的炙热延续一生
讨厌你冷暴力,2月28日 12:45,无论你遇到多少人每次看见他还是会想起以前你们在一起的那些日子
-海風鸣,2月28日 12:21,恭喜啊要幸福
快乐还有50躲天,2月28日 11:48,希望专升本成功。
Warmte,2月28日 11:31,有一天 你成了一个中年大叔 因为多年应酬而隆起了啤酒肚 奔波熬夜头发也掉了不少 凌晨忙完回家路上看着街上因失恋宿醉的少年 感叹着自己曾经也和他们一样疯狂 脑海里你就会想起年少时一起嬉笑的姑娘 那个你一生中难忘的人
易拉罐_720,2月28日 10:42,耶耶耶，我就不打扰你了，直到看到你那厌恶我的眼神和表情，我的心都碎成了灰，原来我没有自己想的那么受你喜欢，我才发现我是去找笑话的。我会好起来，谢谢谢谢谢谢。
薛妮儿姐,2月28日 07:59,听到这个歌，我有些释怀了，原来我已经证明过了我有爱他了，我等了3年，是他不爱我，我应该放下，也放过自己
斜弓长夜梦洋,2月28日 06:52,您配吗？
Yaeiou,2月28日 01:37,恭喜
月亮睡晚了h,2月28日 01:25,怎么说呢 想缓缓 这次我选择沉默 选择后退 不想在较劲了 没有缘分那就各自安好
远方的天拥抱了海i,2月28日 01:12,我站在了人生选择的路口 很迷茫
0924号宇航员耶,2月27日 23:59,偷看+1
0924号宇航员耶,2月27日 23:59,你衣服是怎么穿的 眉眼是怎么弯的 嘴唇是怎么笑的 要记不清了 所以想见你一面
说了再见_llu,2月27日 23:49,如果你知道我每天都在偷看你的网易云会怎么样呢
说了再见_llu,2月27日 23:49,加油
防的住吗0,2月27日 23:46,好难过突然想起来以前的事情我掉了好多眼泪
原味yy,2月27日 23:42,他来了不算幸运 他不打算走才是
小泽保安,2月27日 23:41,有爱我的人
点点不吃肉Rou,2月27日 23:15,什么才是好的恋爱
慢慢努力会相见,2月27日 23:12,@草莓味的谦- 一分41
无人像你clearlove,2月27日 23:03,今天和老婆吵架了，晚上吃饭的时候孩子不听话我用筷子打了他的手背，看着一岁半大点的儿子委屈的表情我的心里也难受极了。
